9606.ENSP00000319690	9606.ENSP00000344818	982
9606.ENSP00000249647	9606.ENSP00000320935	980
9606.ENSP00000238994	9606.ENSP00000369689	800
9606.ENSP00000242317	9606.ENSP00000308312	959
9606.ENSP00000286355	9606.ENSP00000373169	900
9606.ENSP00000265171	9606.ENSP00000298316	900
9606.ENSP00000225426	9606.ENSP00000298852	999
9606.ENSP00000318956	9606.ENSP00000318997	900
9606.ENSP00000344818	9606.ENSP00000358022	999
9606.ENSP00000280155	9606.ENSP00000466933	900
9606.ENSP00000340944	9606.ENSP00000369553	900
9606.ENSP00000344818	9606.ENSP00000410818	721
9606.ENSP00000270202	9606.ENSP00000368664	736
9606.ENSP00000333724	9606.ENSP00000353537	900
9606.ENSP00000268712	9606.ENSP00000357907	900
9606.ENSP00000294785	9606.ENSP00000468389	931
9606.ENSP00000356033	9606.ENSP00000369538	900
9606.ENSP00000286548	9606.ENSP00000316054	813
9606.ENSP00000229390	9606.ENSP00000310668	900
9606.ENSP00000322801	9606.ENSP00000326718	900
9606.ENSP00000013034	9606.ENSP00000254235	904
9606.ENSP00000304350	9606.ENSP00000325376	975
9606.ENSP00000307288	9606.ENSP00000312995	954
9606.ENSP00000263431	9606.ENSP00000281537	824
9606.ENSP00000321259	9606.ENSP00000384774	859
9606.ENSP00000309591	9606.ENSP00000337736	943
9606.ENSP00000344456	9606.ENSP00000344818	999
9606.ENSP00000300773	9606.ENSP00000399078	900
9606.ENSP00000200181	9606.ENSP00000222573	761
9606.ENSP00000228872	9606.ENSP00000363019	907
9606.ENSP00000253055	9606.ENSP00000314458	808
9606.ENSP00000351706	9606.ENSP00000380184	916
9606.ENSP00000319197	9606.ENSP00000353343	900
9606.ENSP00000176183	9606.ENSP00000306884	900
9606.ENSP00000296641	9606.ENSP00000362401	900
9606.ENSP00000319217	9606.ENSP00000444054	900
9606.ENSP00000265354	9606.ENSP00000334458	994
9606.ENSP00000279791	9606.ENSP00000301532	900
9606.ENSP00000322175	9606.ENSP00000356785	912
9606.ENSP00000344818	9606.ENSP00000384823	733
9606.ENSP00000265071	9606.ENSP00000289746	908
9606.ENSP00000326031	9606.ENSP00000418081	800
9606.ENSP00000355046	9606.ENSP00000355206	999
9606.ENSP00000285968	9606.ENSP00000355465	879
9606.ENSP00000005284	9606.ENSP00000309052	727
9606.ENSP00000335535	9606.ENSP00000344040	900
9606.ENSP00000258648	9606.ENSP00000363804	900
9606.ENSP00000344468	9606.ENSP00000359583	900
9606.ENSP00000281453	9606.ENSP00000362592	934
9606.ENSP00000270625	9606.ENSP00000435096	999
9606.ENSP00000264818	9606.ENSP00000319169	877
9606.ENSP00000302160	9606.ENSP00000469468	999
9606.ENSP00000334721	9606.ENSP00000345563	900
9606.ENSP00000356430	9606.ENSP00000362795	901
9606.ENSP00000307713	9606.ENSP00000375893	900
9606.ENSP00000248846	9606.ENSP00000371308	922
9606.ENSP00000343062	9606.ENSP00000352717	900
9606.ENSP00000248384	9606.ENSP00000305011	900
9606.ENSP00000320302	9606.ENSP00000352604	900
9606.ENSP00000333685	9606.ENSP00000361014	963
9606.ENSP00000305372	9606.ENSP00000310305	905
9606.ENSP00000318956	9606.ENSP00000322754	900
9606.ENSP00000322524	9606.ENSP00000433415	900
9606.ENSP00000325146	9606.ENSP00000361290	905
9606.ENSP00000298642	9606.ENSP00000369157	900
9606.ENSP00000327246	9606.ENSP00000369647	910
9606.ENSP00000305790	9606.ENSP00000377892	938
9606.ENSP00000249071	9606.ENSP00000295797	913
9606.ENSP00000240139	9606.ENSP00000379098	917
9606.ENSP00000264634	9606.ENSP00000358698	904
9606.ENSP00000353988	9606.ENSP00000369729	900
9606.ENSP00000266718	9606.ENSP00000417281	800
9606.ENSP00000263710	9606.ENSP00000317902	900
9606.ENSP00000001146	9606.ENSP00000337450	929
9606.ENSP00000352918	9606.ENSP00000380427	996
9606.ENSP00000329991	9606.ENSP00000369293	800
9606.ENSP00000346050	9606.ENSP00000360671	841
9606.ENSP00000350937	9606.ENSP00000376652	867
9606.ENSP00000256010	9606.ENSP00000359532	998
9606.ENSP00000244020	9606.ENSP00000366829	717
9606.ENSP00000247879	9606.ENSP00000249284	918
9606.ENSP00000332816	9606.ENSP00000337825	968
9606.ENSP00000223321	9606.ENSP00000386212	951
9606.ENSP00000264883	9606.ENSP00000377892	900
9606.ENSP00000333433	9606.ENSP00000357555	900
9606.ENSP00000386209	9606.ENSP00000435416	900
9606.ENSP00000242152	9606.ENSP00000295683	900
9606.ENSP00000300651	9606.ENSP00000322909	914
9606.ENSP00000258301	9606.ENSP00000356918	997
9606.ENSP00000265038	9606.ENSP00000272645	900
9606.ENSP00000324534	9606.ENSP00000350222	900
9606.ENSP00000261245	9606.ENSP00000339495	912
9606.ENSP00000296255	9606.ENSP00000345156	900
9606.ENSP00000307766	9606.ENSP00000386884	901
9606.ENSP00000222247	9606.ENSP00000359024	880
9606.ENSP00000314324	9606.ENSP00000444054	900
9606.ENSP00000326259	9606.ENSP00000412752	900
9606.ENSP00000216455	9606.ENSP00000257934	900
9606.ENSP00000005340	9606.ENSP00000292644	900
9606.ENSP00000319654	9606.ENSP00000325682	900
9606.ENSP00000270586	9606.ENSP00000339109	900
9606.ENSP00000283249	9606.ENSP00000357362	818
9606.ENSP00000244051	9606.ENSP00000412922	998
9606.ENSP00000307713	9606.ENSP00000315011	905
9606.ENSP00000345563	9606.ENSP00000353343	900
9606.ENSP00000378295	9606.ENSP00000458021	903
9606.ENSP00000290015	9606.ENSP00000293549	939
9606.ENSP00000303686	9606.ENSP00000306138	902
9606.ENSP00000256906	9606.ENSP00000359643	900
9606.ENSP00000314324	9606.ENSP00000349719	900
9606.ENSP00000353741	9606.ENSP00000357555	909
9606.ENSP00000296684	9606.ENSP00000309565	928
9606.ENSP00000240139	9606.ENSP00000288139	809
9606.ENSP00000342697	9606.ENSP00000349945	900
9606.ENSP00000292035	9606.ENSP00000309757	914
9606.ENSP00000347965	9606.ENSP00000431914	900
9606.ENSP00000285600	9606.ENSP00000310788	900
9606.ENSP00000293842	9606.ENSP00000378160	999
9606.ENSP00000334563	9606.ENSP00000349960	841
9606.ENSP00000307130	9606.ENSP00000334051	900
9606.ENSP00000306099	9606.ENSP00000456711	895
9606.ENSP00000239440	9606.ENSP00000339299	900
9606.ENSP00000310561	9606.ENSP00000364995	848
9606.ENSP00000228872	9606.ENSP00000360621	911
9606.ENSP00000346611	9606.ENSP00000369559	900
9606.ENSP00000347858	9606.ENSP00000452126	902
9606.ENSP00000306884	9606.ENSP00000328708	900
9606.ENSP00000305640	9606.ENSP00000380155	900
9606.ENSP00000209540	9606.ENSP00000303864	900
9606.ENSP00000321447	9606.ENSP00000333196	900
9606.ENSP00000301532	9606.ENSP00000310788	900
9606.ENSP00000158166	9606.ENSP00000287878	952
9606.ENSP00000346768	9606.ENSP00000369050	957
9606.ENSP00000302199	9606.ENSP00000386174	900
9606.ENSP00000272644	9606.ENSP00000284981	900
9606.ENSP00000349320	9606.ENSP00000379098	812
9606.ENSP00000279230	9606.ENSP00000352121	954
9606.ENSP00000248384	9606.ENSP00000302867	900
9606.ENSP00000254942	9606.ENSP00000385616	900
9606.ENSP00000349168	9606.ENSP00000377969	900
9606.ENSP00000279791	9606.ENSP00000299454	900
9606.ENSP00000215793	9606.ENSP00000360525	999
9606.ENSP00000306657	9606.ENSP00000363911	900
9606.ENSP00000262407	9606.ENSP00000384515	808
9606.ENSP00000350447	9606.ENSP00000357858	925
9606.ENSP00000234961	9606.ENSP00000313661	912
9606.ENSP00000219833	9606.ENSP00000349465	782
9606.ENSP00000368990	9606.ENSP00000380153	900
9606.ENSP00000243911	9606.ENSP00000353915	905
9606.ENSP00000322435	9606.ENSP00000325203	900
9606.ENSP00000259357	9606.ENSP00000318834	900
9606.ENSP00000265838	9606.ENSP00000348775	963
9606.ENSP00000007516	9606.ENSP00000215565	999
9606.ENSP00000332659	9606.ENSP00000341821	901
9606.ENSP00000220003	9606.ENSP00000335062	906
9606.ENSP00000265433	9606.ENSP00000343741	978
9606.ENSP00000303834	9606.ENSP00000373196	900
9606.ENSP00000322866	9606.ENSP00000444054	900
9606.ENSP00000364119	9606.ENSP00000462023	914
9606.ENSP00000321419	9606.ENSP00000322823	900
9606.ENSP00000276689	9606.ENSP00000423673	985
9606.ENSP00000014930	9606.ENSP00000298440	900
9606.ENSP00000305207	9606.ENSP00000368989	900
9606.ENSP00000226021	9606.ENSP00000379098	800
9606.ENSP00000336666	9606.ENSP00000393840	900
9606.ENSP00000277541	9606.ENSP00000292599	999
9606.ENSP00000303151	9606.ENSP00000432417	900
9606.ENSP00000202773	9606.ENSP00000355261	900
9606.ENSP00000277216	9606.ENSP00000302437	900
9606.ENSP00000324251	9606.ENSP00000362792	900
9606.ENSP00000275216	9606.ENSP00000353915	901
9606.ENSP00000307726	9606.ENSP00000321729	900
9606.ENSP00000302895	9606.ENSP00000369538	900
9606.ENSP00000254235	9606.ENSP00000367869	925
9606.ENSP00000326232	9606.ENSP00000342836	900
9606.ENSP00000302606	9606.ENSP00000376633	900
9606.ENSP00000344818	9606.ENSP00000355958	967
9606.ENSP00000353198	9606.ENSP00000358783	904
9606.ENSP00000216797	9606.ENSP00000354876	900
9606.ENSP00000226225	9606.ENSP00000284669	904
9606.ENSP00000258743	9606.ENSP00000270139	832
9606.ENSP00000299727	9606.ENSP00000355523	900
9606.ENSP00000250559	9606.ENSP00000289153	916
9606.ENSP00000250495	9606.ENSP00000344818	999
9606.ENSP00000335153	9606.ENSP00000354927	969
9606.ENSP00000293842	9606.ENSP00000298283	999
9606.ENSP00000318956	9606.ENSP00000347965	900
9606.ENSP00000312122	9606.ENSP00000364737	900
9606.ENSP00000337949	9606.ENSP00000352839	900
9606.ENSP00000298902	9606.ENSP00000333657	924
9606.ENSP00000219313	9606.ENSP00000368169	900
9606.ENSP00000261868	9606.ENSP00000420821	900
9606.ENSP00000309830	9606.ENSP00000470004	999
9606.ENSP00000269349	9606.ENSP00000420821	900
9606.ENSP00000323929	9606.ENSP00000354837	900
9606.ENSP00000344818	9606.ENSP00000355599	943
9606.ENSP00000350491	9606.ENSP00000354945	939
9606.ENSP00000005386	9606.ENSP00000292614	833
9606.ENSP00000311405	9606.ENSP00000405095	900
9606.ENSP00000262127	9606.ENSP00000264071	900
9606.ENSP00000308764	9606.ENSP00000310788	900
9606.ENSP00000257904	9606.ENSP00000305422	929
9606.ENSP00000324074	9606.ENSP00000391457	900
9606.ENSP00000287907	9606.ENSP00000294117	813
9606.ENSP00000272298	9606.ENSP00000328968	985
9606.ENSP00000361636	9606.ENSP00000384330	971
9606.ENSP00000273550	9606.ENSP00000379891	900
9606.ENSP00000323928	9606.ENSP00000326225	900
9606.ENSP00000305640	9606.ENSP00000344040	900
9606.ENSP00000305877	9606.ENSP00000436714	900
9606.ENSP00000256010	9606.ENSP00000293330	932
9606.ENSP00000332549	9606.ENSP00000345731	998
9606.ENSP00000342836	9606.ENSP00000353988	900
9606.ENSP00000248598	9606.ENSP00000260356	722
9606.ENSP00000269554	9606.ENSP00000360777	909
9606.ENSP00000310649	9606.ENSP00000402084	868
9606.ENSP00000221418	9606.ENSP00000407401	809
9606.ENSP00000302665	9606.ENSP00000346300	911
9606.ENSP00000264731	9606.ENSP00000417281	962
9606.ENSP00000262803	9606.ENSP00000309830	900
9606.ENSP00000333685	9606.ENSP00000364898	920
9606.ENSP00000235090	9606.ENSP00000462116	702
9606.ENSP00000357362	9606.ENSP00000378517	917
9606.ENSP00000259357	9606.ENSP00000323423	900
9606.ENSP00000256379	9606.ENSP00000425446	720
9606.ENSP00000308334	9606.ENSP00000358737	999
9606.ENSP00000246549	9606.ENSP00000315011	900
9606.ENSP00000222212	9606.ENSP00000234389	720
9606.ENSP00000351520	9606.ENSP00000392859	900
9606.ENSP00000286063	9606.ENSP00000365840	900
9606.ENSP00000310260	9606.ENSP00000312735	999
9606.ENSP00000321345	9606.ENSP00000412897	800
9606.ENSP00000332473	9606.ENSP00000351466	900
9606.ENSP00000291231	9606.ENSP00000342008	900
9606.ENSP00000364979	9606.ENSP00000369889	915
9606.ENSP00000224764	9606.ENSP00000327758	938
9606.ENSP00000267549	9606.ENSP00000337128	900
9606.ENSP00000309591	9606.ENSP00000386796	807
9606.ENSP00000305651	9606.ENSP00000342560	900
9606.ENSP00000305877	9606.ENSP00000342560	900
9606.ENSP00000233468	9606.ENSP00000319690	929
9606.ENSP00000293362	9606.ENSP00000344936	909
9606.ENSP00000263431	9606.ENSP00000341189	804
9606.ENSP00000308595	9606.ENSP00000386137	900
9606.ENSP00000373196	9606.ENSP00000386137	900
9606.ENSP00000233468	9606.ENSP00000343054	900
9606.ENSP00000347428	9606.ENSP00000349945	900
9606.ENSP00000339527	9606.ENSP00000344818	963
9606.ENSP00000217893	9606.ENSP00000397259	974
9606.ENSP00000221114	9606.ENSP00000353099	900
9606.ENSP00000352717	9606.ENSP00000363913	900
9606.ENSP00000256897	9606.ENSP00000265963	999
9606.ENSP00000344818	9606.ENSP00000370222	887
9606.ENSP00000263710	9606.ENSP00000344314	900
9606.ENSP00000310127	9606.ENSP00000331103	900
9606.ENSP00000268607	9606.ENSP00000338990	735
9606.ENSP00000283006	9606.ENSP00000344818	795
9606.ENSP00000342952	9606.ENSP00000354901	900
9606.ENSP00000340896	9606.ENSP00000364524	740
9606.ENSP00000335596	9606.ENSP00000386151	900
9606.ENSP00000305372	9606.ENSP00000362353	912
9606.ENSP00000341885	9606.ENSP00000414321	999
9606.ENSP00000303909	9606.ENSP00000393539	901
9606.ENSP00000336775	9606.ENSP00000348602	960
9606.ENSP00000327315	9606.ENSP00000362442	900
9606.ENSP00000287820	9606.ENSP00000305422	983
9606.ENSP00000355325	9606.ENSP00000362334	999
9606.ENSP00000341538	9606.ENSP00000418082	941
9606.ENSP00000354633	9606.ENSP00000362068	999
9606.ENSP00000317357	9606.ENSP00000326349	900
9606.ENSP00000377640	9606.ENSP00000388107	999
9606.ENSP00000347498	9606.ENSP00000428209	924
9606.ENSP00000323928	9606.ENSP00000351466	900
9606.ENSP00000316955	9606.ENSP00000351211	900
9606.ENSP00000227665	9606.ENSP00000325690	900
9606.ENSP00000277942	9606.ENSP00000340526	900
9606.ENSP00000333194	9606.ENSP00000362795	900
9606.ENSP00000361882	9606.ENSP00000448012	900
9606.ENSP00000217305	9606.ENSP00000311405	903
9606.ENSP00000254436	9606.ENSP00000320940	855
9606.ENSP00000261245	9606.ENSP00000452454	907
9606.ENSP00000303909	9606.ENSP00000351132	900
9606.ENSP00000215565	9606.ENSP00000268668	999
9606.ENSP00000261531	9606.ENSP00000263754	933
9606.ENSP00000354876	9606.ENSP00000360266	918
9606.ENSP00000341581	9606.ENSP00000363911	900
9606.ENSP00000249041	9606.ENSP00000286355	900
9606.ENSP00000261655	9606.ENSP00000369681	740
9606.ENSP00000261402	9606.ENSP00000316357	933
9606.ENSP00000263073	9606.ENSP00000348849	900
9606.ENSP00000323224	9606.ENSP00000353343	900
9606.ENSP00000340330	9606.ENSP00000430432	854
9606.ENSP00000355536	9606.ENSP00000383840	973
9606.ENSP00000215375	9606.ENSP00000262030	999
9606.ENSP00000297044	9606.ENSP00000354609	863
9606.ENSP00000332766	9606.ENSP00000350256	901
9606.ENSP00000261837	9606.ENSP00000420295	927
9606.ENSP00000313007	9606.ENSP00000414321	911
9606.ENSP00000272317	9606.ENSP00000324491	900
9606.ENSP00000328547	9606.ENSP00000446880	960
9606.ENSP00000357126	9606.ENSP00000386195	900
9606.ENSP00000263923	9606.ENSP00000330382	936
9606.ENSP00000252456	9606.ENSP00000357516	718
9606.ENSP00000304767	9606.ENSP00000338185	900
9606.ENSP00000239849	9606.ENSP00000299855	709
9606.ENSP00000315702	9606.ENSP00000376506	999
9606.ENSP00000380888	9606.ENSP00000405574	900
9606.ENSP00000288943	9606.ENSP00000333685	907
9606.ENSP00000266970	9606.ENSP00000321584	763
9606.ENSP00000265717	9606.ENSP00000419361	970
9606.ENSP00000221419	9606.ENSP00000318861	903
9606.ENSP00000216133	9606.ENSP00000438788	720
9606.ENSP00000260585	9606.ENSP00000290472	904
9606.ENSP00000215829	9606.ENSP00000247001	900
9606.ENSP00000206513	9606.ENSP00000227163	811
9606.ENSP00000314444	9606.ENSP00000362121	746
9606.ENSP00000264497	9606.ENSP00000394227	800
9606.ENSP00000246533	9606.ENSP00000338934	912
9606.ENSP00000217964	9606.ENSP00000251871	912
9606.ENSP00000296677	9606.ENSP00000308541	978
9606.ENSP00000339328	9606.ENSP00000359848	900
9606.ENSP00000275517	9606.ENSP00000363055	901
9606.ENSP00000308714	9606.ENSP00000348449	900
9606.ENSP00000368438	9606.ENSP00000417281	924
9606.ENSP00000261558	9606.ENSP00000454303	966
9606.ENSP00000322754	9606.ENSP00000326225	900
9606.ENSP00000345156	9606.ENSP00000364188	902
9606.ENSP00000309565	9606.ENSP00000330787	900
9606.ENSP00000262719	9606.ENSP00000367208	999
9606.ENSP00000305970	9606.ENSP00000322801	900
9606.ENSP00000233813	9606.ENSP00000416683	989
9606.ENSP00000299766	9606.ENSP00000327246	907
9606.ENSP00000253339	9606.ENSP00000349575	819
9606.ENSP00000262193	9606.ENSP00000310129	999
9606.ENSP00000340526	9606.ENSP00000381105	900
9606.ENSP00000320302	9606.ENSP00000387523	900
9606.ENSP00000261714	9606.ENSP00000355325	902
9606.ENSP00000309818	9606.ENSP00000334105	904
9606.ENSP00000380779	9606.ENSP00000398391	835
9606.ENSP00000334441	9606.ENSP00000349719	900
9606.ENSP00000259357	9606.ENSP00000319217	900
9606.ENSP00000332973	9606.ENSP00000376436	913
9606.ENSP00000428924	9606.ENSP00000437940	994
9606.ENSP00000332225	9606.ENSP00000362795	900
9606.ENSP00000314520	9606.ENSP00000358786	904
9606.ENSP00000216297	9606.ENSP00000403852	905
9606.ENSP00000222573	9606.ENSP00000226284	800
9606.ENSP00000305422	9606.ENSP00000417401	902
9606.ENSP00000217305	9606.ENSP00000299727	921
9606.ENSP00000251047	9606.ENSP00000359305	814
9606.ENSP00000247668	9606.ENSP00000358335	987
9606.ENSP00000217133	9606.ENSP00000369703	900
9606.ENSP00000296026	9606.ENSP00000297469	900
9606.ENSP00000377783	9606.ENSP00000377941	900
9606.ENSP00000238682	9606.ENSP00000242465	900
9606.ENSP00000293813	9606.ENSP00000358784	975
9606.ENSP00000296028	9606.ENSP00000366061	900
9606.ENSP00000333196	9606.ENSP00000352717	900
9606.ENSP00000311477	9606.ENSP00000386137	900
9606.ENSP00000302422	9606.ENSP00000350222	900
9606.ENSP00000282007	9606.ENSP00000290663	999
9606.ENSP00000339428	9606.ENSP00000362195	820
9606.ENSP00000203556	9606.ENSP00000364893	900
9606.ENSP00000363397	9606.ENSP00000402697	972
9606.ENSP00000299459	9606.ENSP00000323952	900
9606.ENSP00000225842	9606.ENSP00000332504	800
9606.ENSP00000218089	9606.ENSP00000271452	900
9606.ENSP00000248058	9606.ENSP00000310773	900
9606.ENSP00000222390	9606.ENSP00000340944	932
9606.ENSP00000269886	9606.ENSP00000362014	948
9606.ENSP00000262173	9606.ENSP00000323714	725
9606.ENSP00000278412	9606.ENSP00000342889	900
9606.ENSP00000263967	9606.ENSP00000381097	917
9606.ENSP00000263207	9606.ENSP00000269141	781
9606.ENSP00000302936	9606.ENSP00000356448	720
9606.ENSP00000263202	9606.ENSP00000290649	932
9606.ENSP00000307130	9606.ENSP00000345563	900
9606.ENSP00000339393	9606.ENSP00000358099	904
9606.ENSP00000264932	9606.ENSP00000372112	811
9606.ENSP00000263674	9606.ENSP00000371897	900
9606.ENSP00000319071	9606.ENSP00000341987	900
9606.ENSP00000007516	9606.ENSP00000233627	997
9606.ENSP00000335544	9606.ENSP00000369960	900
9606.ENSP00000300773	9606.ENSP00000350248	900
9606.ENSP00000339826	9606.ENSP00000366563	915
9606.ENSP00000265686	9606.ENSP00000348205	792
9606.ENSP00000342560	9606.ENSP00000378492	931
9606.ENSP00000339299	9606.ENSP00000351132	900
9606.ENSP00000215885	9606.ENSP00000337915	900
9606.ENSP00000312326	9606.ENSP00000362463	800
9606.ENSP00000344055	9606.ENSP00000347408	989
9606.ENSP00000350248	9606.ENSP00000369729	900
9606.ENSP00000323423	9606.ENSP00000353988	900
9606.ENSP00000324831	9606.ENSP00000365451	900
9606.ENSP00000240093	9606.ENSP00000319254	878
9606.ENSP00000301529	9606.ENSP00000349930	900
9606.ENSP00000314151	9606.ENSP00000333275	900
9606.ENSP00000265641	9606.ENSP00000329357	900
9606.ENSP00000323853	9606.ENSP00000401706	900
9606.ENSP00000296026	9606.ENSP00000350198	900
9606.ENSP00000263753	9606.ENSP00000350447	976
9606.ENSP00000354677	9606.ENSP00000360317	904
9606.ENSP00000267012	9606.ENSP00000316779	961
9606.ENSP00000262061	9606.ENSP00000359370	912
9606.ENSP00000263967	9606.ENSP00000303351	925
9606.ENSP00000369559	9606.ENSP00000371377	900
9606.ENSP00000263025	9606.ENSP00000353344	944
9606.ENSP00000293805	9606.ENSP00000345206	921
9606.ENSP00000330341	9606.ENSP00000358548	912
9606.ENSP00000404121	9606.ENSP00000405620	862
9606.ENSP00000308361	9606.ENSP00000327724	900
9606.ENSP00000312470	9606.ENSP00000334721	900
9606.ENSP00000301532	9606.ENSP00000306688	900
9606.ENSP00000156825	9606.ENSP00000326630	900
9606.ENSP00000230882	9606.ENSP00000339007	799
9606.ENSP00000320038	9606.ENSP00000336914	900
9606.ENSP00000259631	9606.ENSP00000343027	900
9606.ENSP00000323423	9606.ENSP00000330280	900
9606.ENSP00000310244	9606.ENSP00000370744	900
9606.ENSP00000007516	9606.ENSP00000184266	985
9606.ENSP00000222139	9606.ENSP00000360916	907
9606.ENSP00000262188	9606.ENSP00000267163	738
9606.ENSP00000278412	9606.ENSP00000395574	903
9606.ENSP00000258743	9606.ENSP00000338157	777
9606.ENSP00000265071	9606.ENSP00000319166	956
9606.ENSP00000315011	9606.ENSP00000356430	900
9606.ENSP00000307272	9606.ENSP00000374455	943
9606.ENSP00000240139	9606.ENSP00000279230	817
9606.ENSP00000333724	9606.ENSP00000432011	900
9606.ENSP00000233668	9606.ENSP00000401303	985
9606.ENSP00000312126	9606.ENSP00000358301	910
9606.ENSP00000215885	9606.ENSP00000317300	916
9606.ENSP00000258962	9606.ENSP00000265388	979
9606.ENSP00000263974	9606.ENSP00000355051	999
9606.ENSP00000344173	9606.ENSP00000358783	902
9606.ENSP00000267549	9606.ENSP00000359532	900
9606.ENSP00000367664	9606.ENSP00000369729	900
9606.ENSP00000304235	9606.ENSP00000325682	900
9606.ENSP00000294016	9606.ENSP00000358963	903
9606.ENSP00000254950	9606.ENSP00000272317	900
9606.ENSP00000257430	9606.ENSP00000302625	984
9606.ENSP00000019317	9606.ENSP00000367629	906
9606.ENSP00000303469	9606.ENSP00000387523	900
9606.ENSP00000322593	9606.ENSP00000354800	900
9606.ENSP00000274063	9606.ENSP00000323901	842
9606.ENSP00000307734	9606.ENSP00000311688	900
9606.ENSP00000323952	9606.ENSP00000357126	900
9606.ENSP00000311127	9606.ENSP00000369375	889
9606.ENSP00000314214	9606.ENSP00000346265	933
9606.ENSP00000370031	9606.ENSP00000393583	910
9606.ENSP00000296677	9606.ENSP00000340526	900
9606.ENSP00000005284	9606.ENSP00000345731	927
9606.ENSP00000389160	9606.ENSP00000470609	921
9606.ENSP00000260402	9606.ENSP00000289153	951
9606.ENSP00000303830	9606.ENSP00000304895	999
9606.ENSP00000234371	9606.ENSP00000433290	900
9606.ENSP00000295266	9606.ENSP00000377527	930
9606.ENSP00000355441	9606.ENSP00000364164	900
9606.ENSP00000304077	9606.ENSP00000353537	900
9606.ENSP00000308714	9606.ENSP00000343521	900
9606.ENSP00000216190	9606.ENSP00000339095	914
9606.ENSP00000273854	9606.ENSP00000357393	973
9606.ENSP00000228534	9606.ENSP00000244174	822
9606.ENSP00000321419	9606.ENSP00000329689	900
9606.ENSP00000323928	9606.ENSP00000369573	900
9606.ENSP00000305970	9606.ENSP00000335575	900
9606.ENSP00000386137	9606.ENSP00000432417	900
9606.ENSP00000306361	9606.ENSP00000361850	942
9606.ENSP00000334934	9606.ENSP00000386160	900
9606.ENSP00000355441	9606.ENSP00000364152	900
9606.ENSP00000254976	9606.ENSP00000362399	974
9606.ENSP00000241416	9606.ENSP00000288840	971
9606.ENSP00000358140	9606.ENSP00000429931	999
9606.ENSP00000005340	9606.ENSP00000295901	900
9606.ENSP00000301019	9606.ENSP00000368349	915
9606.ENSP00000356793	9606.ENSP00000441600	800
9606.ENSP00000300773	9606.ENSP00000349930	900
9606.ENSP00000263384	9606.ENSP00000387006	999
9606.ENSP00000166345	9606.ENSP00000344818	886
9606.ENSP00000291539	9606.ENSP00000294016	940
9606.ENSP00000255266	9606.ENSP00000323901	900
9606.ENSP00000215832	9606.ENSP00000302640	710
9606.ENSP00000264463	9606.ENSP00000304669	934
9606.ENSP00000356713	9606.ENSP00000369558	800
9606.ENSP00000311038	9606.ENSP00000323354	900
9606.ENSP00000324804	9606.ENSP00000420821	900
9606.ENSP00000257290	9606.ENSP00000413496	845
9606.ENSP00000251871	9606.ENSP00000256379	984
9606.ENSP00000310301	9606.ENSP00000341551	912
9606.ENSP00000332110	9606.ENSP00000352710	900
9606.ENSP00000353622	9606.ENSP00000362824	950
9606.ENSP00000243878	9606.ENSP00000426120	900
9606.ENSP00000221859	9606.ENSP00000434995	900
9606.ENSP00000286621	9606.ENSP00000301825	905
9606.ENSP00000283225	9606.ENSP00000324583	900
9606.ENSP00000348461	9606.ENSP00000419782	995
9606.ENSP00000295600	9606.ENSP00000343819	944
9606.ENSP00000351755	9606.ENSP00000405095	900
9606.ENSP00000259089	9606.ENSP00000375956	905